"","YaleID","Accession.ID"
"2743","Yale-19252","EPI_ISL_12612732"
"2744","Yale-19250","EPI_ISL_12612729"
"2745","Yale-19251","EPI_ISL_12612730"
"2746","Yale-19249","EPI_ISL_12612728"
"2747","Yale-19245","EPI_ISL_12612724"
"2748","Yale-19246","EPI_ISL_12612725"
"2749","Yale-19243","EPI_ISL_12612722"
"2750","Yale-19241","EPI_ISL_12612720"
"2751","Yale-19235","EPI_ISL_12612714"
"2752","Yale-19234","EPI_ISL_12612713"
"2753","Yale-19236","EPI_ISL_12612715"
"2754","Yale-19228","EPI_ISL_12612707"
"2755","Yale-19238","EPI_ISL_12612717"
"2756","Yale-19227","EPI_ISL_12612706"
"2757","Yale-19226","EPI_ISL_12612705"
"2758","Yale-19219","EPI_ISL_12612698"
"2759","Yale-19229","EPI_ISL_12612708"
"2760","Yale-19225","EPI_ISL_12612704"
"2761","Yale-19217","EPI_ISL_12612696"
"2762","Yale-19216","EPI_ISL_12612695"
"2763","Yale-19223","EPI_ISL_12612702"
"2764","Yale-19215","EPI_ISL_12612694"
"2765","Yale-19221","EPI_ISL_12612700"
"2766","Yale-19218","EPI_ISL_12612697"
"2767","Yale-19211","EPI_ISL_12612690"
"2768","Yale-19212","EPI_ISL_12612691"
"2769","Yale-19207","EPI_ISL_12612686"
"2770","Yale-19213","EPI_ISL_12612692"
"2771","Yale-19210","EPI_ISL_12612689"
"2772","Yale-19205","EPI_ISL_12612684"
"2773","Yale-19138","EPI_ISL_12475709"
"2774","Yale-19208","EPI_ISL_12612687"
"2775","Yale-19209","EPI_ISL_12612688"
"2776","Yale-19204","EPI_ISL_12612683"
"2777","Yale-19122","EPI_ISL_12475708"
"2778","Yale-19037","EPI_ISL_12475706"
"2779","Yale-19075","EPI_ISL_12475707"
"2780","Yale-19183","EPI_ISL_12475701"
"2781","Yale-19140","EPI_ISL_12475710"
"2782","Yale-19174","EPI_ISL_12475696"
"2783","Yale-19185","EPI_ISL_12475703"
"2784","Yale-19016","EPI_ISL_12475704"
"2785","Yale-19175","EPI_ISL_12475697"
"2786","Yale-19176","EPI_ISL_12475698"
"2787","Yale-19165","EPI_ISL_12475691"
"2788","Yale-19162","EPI_ISL_12475689"
"2789","Yale-19170","EPI_ISL_12475694"
"2790","Yale-19168","EPI_ISL_12475692"
"2791","Yale-19163","EPI_ISL_12475690"
"2792","Yale-21405","EPI_ISL_14188705"
"2793","Yale-19161","EPI_ISL_12475688"
"2794","Yale-21402","EPI_ISL_14188702"
"2795","Yale-21404","EPI_ISL_14188704"
"2796","Yale-21401","EPI_ISL_14188701"
"2797","Yale-21399","EPI_ISL_14188699"
"2798","Yale-21391","EPI_ISL_14188691"
"2799","Yale-21388","EPI_ISL_14188688"
"2800","Yale-21396","EPI_ISL_14188696"
"2801","Yale-21385","EPI_ISL_14188685"
"2802","Yale-21387","EPI_ISL_14188687"
"2803","Yale-21389","EPI_ISL_14188689"
"2804","Yale-21380","EPI_ISL_14188680"
"2805","Yale-21382","EPI_ISL_14188682"
"2806","Yale-21390","EPI_ISL_14188690"
"2807","Yale-21379","EPI_ISL_14188679"
"2808","Yale-21383","EPI_ISL_14188683"
"2809","Yale-21381","EPI_ISL_14188681"
"2810","Yale-21373","EPI_ISL_14188673"
"2811","Yale-21372","EPI_ISL_14188672"
"2812","Yale-21371","EPI_ISL_14188671"
"2813","Yale-21375","EPI_ISL_14188675"
"2814","Yale-21364","EPI_ISL_14188664"
"2815","Yale-21363","EPI_ISL_14188663"
"2816","Yale-21365","EPI_ISL_14188665"
"2817","Yale-21357","EPI_ISL_14188657"
"2818","Yale-21352","EPI_ISL_14188652"
"2819","Yale-21351","EPI_ISL_14188651"
"2820","Yale-21356","EPI_ISL_14188656"
"2821","Yale-21348","EPI_ISL_14188648"
"2822","Yale-21347","EPI_ISL_14188647"
"2823","Yale-21346","EPI_ISL_14188646"
"2824","Yale-21343","EPI_ISL_14188643"
"2825","Yale-21344","EPI_ISL_14188644"
"2826","Yale-21349","EPI_ISL_14188649"
"2827","Yale-21340","EPI_ISL_14188640"
"2828","Yale-21335","EPI_ISL_14188635"
"2829","Yale-21331","EPI_ISL_14057525"
"2830","Yale-21336","EPI_ISL_14188636"
"2831","Yale-21338","EPI_ISL_14188638"
"2832","Yale-21324","EPI_ISL_14057518"
"2833","Yale-21329","EPI_ISL_14057523"
"2834","Yale-21332","EPI_ISL_14188632"
"2835","Yale-21330","EPI_ISL_14057524"
"2836","Yale-21326","EPI_ISL_14057520"
"2837","Yale-21322","EPI_ISL_14057516"
"2838","Yale-21328","EPI_ISL_14057522"
"2839","Yale-21323","EPI_ISL_14057517"
"2840","Yale-21315","EPI_ISL_14057509"
"2841","Yale-21318","EPI_ISL_14057512"
"2842","Yale-21316","EPI_ISL_14057510"
"2843","Yale-21314","EPI_ISL_14057508"
"2844","Yale-21307","EPI_ISL_14057501"
"2845","Yale-21304","EPI_ISL_14057498"
"2846","Yale-21305","EPI_ISL_14057499"
"2847","Yale-21310","EPI_ISL_14057504"
"2848","Yale-21308","EPI_ISL_14057502"
"2849","Yale-21297","EPI_ISL_14057491"
"2850","Yale-21303","EPI_ISL_14057497"
"2851","Yale-21299","EPI_ISL_14057493"
"2852","Yale-21300","EPI_ISL_14057494"
"2853","Yale-21298","EPI_ISL_14057492"
"2854","Yale-21301","EPI_ISL_14057495"
"2855","Yale-21295","EPI_ISL_14057489"
"2856","Yale-21294","EPI_ISL_14057488"
"2857","Yale-21293","EPI_ISL_14057487"
"2858","Yale-21287","EPI_ISL_14057481"
"2859","Yale-21285","EPI_ISL_14057479"
"2860","Yale-21290","EPI_ISL_14057484"
"2861","Yale-21289","EPI_ISL_14057483"
"2862","Yale-21280","EPI_ISL_14057474"
"2863","Yale-21283","EPI_ISL_14057477"
"2864","Yale-21281","EPI_ISL_14057475"
"2865","Yale-21291","EPI_ISL_14057485"
"2866","Yale-21273","EPI_ISL_14057467"
"2867","Yale-21274","EPI_ISL_14057468"
"2868","Yale-21272","EPI_ISL_14057466"
"2869","Yale-21269","EPI_ISL_14057463"
"2870","Yale-21277","EPI_ISL_14057471"
"2871","Yale-21275","EPI_ISL_14057469"
"2872","Yale-21266","EPI_ISL_14057460"
"2873","Yale-21271","EPI_ISL_14057465"
"2874","Yale-21261","EPI_ISL_14057455"
"2875","Yale-21258","EPI_ISL_14057452"
"2876","Yale-21267","EPI_ISL_14057461"
"2877","Yale-21263","EPI_ISL_14057457"
"2878","Yale-21259","EPI_ISL_14057453"
"2879","Yale-21257","EPI_ISL_14057451"
"2880","Yale-21248","EPI_ISL_14057442"
"2881","Yale-21253","EPI_ISL_14057447"
"2882","Yale-21251","EPI_ISL_14057445"
"2883","Yale-21250","EPI_ISL_14057444"
"2884","Yale-21220","EPI_ISL_13902527"
"2885","Yale-21215","EPI_ISL_13902522"
"2886","Yale-21216","EPI_ISL_13902523"
"2887","Yale-21217","EPI_ISL_13902524"
"2888","Yale-21221","EPI_ISL_13902528"
"2889","Yale-21245","EPI_ISL_14057439"
"2890","Yale-21218","EPI_ISL_13902525"
"2891","Yale-21213","EPI_ISL_13902520"
"2892","Yale-21205","EPI_ISL_13902512"
"2893","Yale-21208","EPI_ISL_13902515"
"2894","Yale-21207","EPI_ISL_13902514"
"2895","Yale-21209","EPI_ISL_13902516"
"2896","Yale-21201","EPI_ISL_13902508"
"2897","Yale-21197","EPI_ISL_13902504"
"2898","Yale-21196","EPI_ISL_13902503"
"2899","Yale-21200","EPI_ISL_13902507"
"2900","Yale-21199","EPI_ISL_13902506"
"2901","Yale-21192","EPI_ISL_13902499"
"2902","Yale-21184","EPI_ISL_13902491"
"2903","Yale-21186","EPI_ISL_13902493"
"2904","Yale-21189","EPI_ISL_13902496"
"2905","Yale-21185","EPI_ISL_13902492"
"2906","Yale-21188","EPI_ISL_13902495"
"2907","Yale-21183","EPI_ISL_13902490"
"2908","Yale-21182","EPI_ISL_13902489"
"2909","Yale-21181","EPI_ISL_13902488"
"2910","Yale-21180","EPI_ISL_13902487"
"2911","Yale-21172","EPI_ISL_13902479"
"2912","Yale-21176","EPI_ISL_13902483"
"2913","Yale-21177","EPI_ISL_13902484"
"2914","Yale-21169","EPI_ISL_13902476"
"2915","Yale-21171","EPI_ISL_13902478"
"2916","Yale-21179","EPI_ISL_13902486"
"2917","Yale-21174","EPI_ISL_13902481"
"2918","Yale-21166","EPI_ISL_13902473"
"2919","Yale-21175","EPI_ISL_13902482"
"2920","Yale-21167","EPI_ISL_13902474"
"2921","Yale-21168","EPI_ISL_13902475"
"2922","Yale-21159","EPI_ISL_13902466"
"2923","Yale-21160","EPI_ISL_13902467"
"2924","Yale-21161","EPI_ISL_13902468"
"2925","Yale-21158","EPI_ISL_13902465"
"2926","Yale-21150","EPI_ISL_13902457"
"2927","Yale-21151","EPI_ISL_13902458"
"2928","Yale-21152","EPI_ISL_13902459"
"2929","Yale-21155","EPI_ISL_13902462"
"2930","Yale-21146","EPI_ISL_13902453"
"2931","Yale-21147","EPI_ISL_13902454"
"2932","Yale-21154","EPI_ISL_13902461"
"2933","Yale-21145","EPI_ISL_13902452"
"2934","Yale-21143","EPI_ISL_13902451"
"2935","Yale-21138","EPI_ISL_13902446"
"2936","Yale-21139","EPI_ISL_13902447"
"2937","Yale-21135","EPI_ISL_13902443"
"2938","Yale-21137","EPI_ISL_13902445"
"2939","Yale-21024","EPI_ISL_13782642"
"2940","Yale-21078","EPI_ISL_13782637"
"2941","Yale-21068","EPI_ISL_13782640"
"2942","Yale-21101","EPI_ISL_13782641"
"2943","Yale-21008","EPI_ISL_13782632"
"2944","Yale-21001","EPI_ISL_13782635"
"2945","Yale-21035","EPI_ISL_13782631"
"2946","Yale-20982","EPI_ISL_13782627"
"2947","Yale-21104","EPI_ISL_13782630"
"2948","Yale-21094","EPI_ISL_13782628"
"2949","Yale-21091","EPI_ISL_13782622"
"2950","Yale-21085","EPI_ISL_13782621"
"2951","Yale-21016","EPI_ISL_13782619"
"2952","Yale-21117","EPI_ISL_13782625"
"2953","Yale-21097","EPI_ISL_13782623"
"2954","Yale-20992","EPI_ISL_13782614"
"2955","Yale-21056","EPI_ISL_13782620"
"2956","Yale-20981","EPI_ISL_13782613"
"2957","Yale-20964","EPI_ISL_13782611"
"2958","Yale-20998","EPI_ISL_13782617"
"2959","Yale-21123","EPI_ISL_13782609"
"2960","Yale-21130","EPI_ISL_13782608"
"2961","Yale-21044","EPI_ISL_13782606"
"2962","Yale-20950","EPI_ISL_13782610"
"2963","Yale-21084","EPI_ISL_13782607"
"2964","Yale-20999","EPI_ISL_13782602"
"2965","Yale-20985","EPI_ISL_13782600"
"2966","Yale-21013","EPI_ISL_13782604"
"2967","Yale-20997","EPI_ISL_13782601"
"2968","Yale-21119","EPI_ISL_13782597"
"2969","Yale-20947","EPI_ISL_13782598"
"2970","Yale-21114","EPI_ISL_13782594"
"2971","Yale-21043","EPI_ISL_13782593"
"2972","Yale-20980","EPI_ISL_13782599"
"2973","Yale-21116","EPI_ISL_13782584"
"2974","Yale-21003","EPI_ISL_13782589"
"2975","Yale-21115","EPI_ISL_13782583"
"2976","Yale-21098","EPI_ISL_13782579"
"2977","Yale-21077","EPI_ISL_13782573"
"2978","Yale-21113","EPI_ISL_13782582"
"2979","Yale-21120","EPI_ISL_13782586"
"2980","Yale-21096","EPI_ISL_13782578"
"2981","Yale-21118","EPI_ISL_13782585"
"2982","Yale-21089","EPI_ISL_13782576"
"2983","Yale-21112","EPI_ISL_13782581"
"2984","Yale-21108","EPI_ISL_13782580"
"2985","Yale-21082","EPI_ISL_13782575"
"2986","Yale-21092","EPI_ISL_13782577"
"2987","Yale-21063","EPI_ISL_13782570"
"2988","Yale-21076","EPI_ISL_13782572"
"2989","Yale-21034","EPI_ISL_13782563"
"2990","Yale-21053","EPI_ISL_13782567"
"2991","Yale-21032","EPI_ISL_13782562"
"2992","Yale-21047","EPI_ISL_13782565"
"2993","Yale-21062","EPI_ISL_13782569"
"2994","Yale-21081","EPI_ISL_13782574"
"2995","Yale-21061","EPI_ISL_13782568"
"2996","Yale-20962","EPI_ISL_13782554"
"2997","Yale-21018","EPI_ISL_13782559"
"2998","Yale-21029","EPI_ISL_13782561"
"2999","Yale-20991","EPI_ISL_13782556"
"3000","Yale-20968","EPI_ISL_13782555"
"3001","Yale-21052","EPI_ISL_13782566"
"3002","Yale-21014","EPI_ISL_13782557"
"3003","Yale-20955","EPI_ISL_13782553"
"3004","Yale-20952","EPI_ISL_13782551"
"3005","Yale-21057","EPI_ISL_13782546"
"3006","Yale-20953","EPI_ISL_13782552"
"3007","Yale-21102","EPI_ISL_13782549"
"3008","Yale-20949","EPI_ISL_13782550"
"3009","Yale-21046","EPI_ISL_13782545"
"3010","Yale-21075","EPI_ISL_13782548"
"3011","Yale-21110","EPI_ISL_13782543"
"3012","Yale-21111","EPI_ISL_13782541"
"3013","Yale-21106","EPI_ISL_13782540"
"3014","Yale-21127","EPI_ISL_13782542"
"3015","Yale-21069","EPI_ISL_13782537"
"3016","Yale-20961","EPI_ISL_13782544"
"3017","Yale-21088","EPI_ISL_13782538"
"3018","Yale-20960","EPI_ISL_13782531"
"3019","Yale-21031","EPI_ISL_13782536"
"3020","Yale-21025","EPI_ISL_13782535"
"3021","Yale-20954","EPI_ISL_13782530"
"3022","Yale-20990","EPI_ISL_13782532"
"3023","Yale-21017","EPI_ISL_13782534"
"3024","Yale-21131","EPI_ISL_13782522"
"3025","Yale-20951","EPI_ISL_13782523"
"3026","Yale-20994","EPI_ISL_13782524"
"3027","Yale-21022","EPI_ISL_13782525"
"3028","Yale-21125","EPI_ISL_13782521"
"3029","Yale-21122","EPI_ISL_13782520"
"3030","Yale-21064","EPI_ISL_13782526"
"3031","Yale-21100","EPI_ISL_13782517"
"3032","Yale-21060","EPI_ISL_13782511"
"3033","Yale-21050","EPI_ISL_13782505"
"3034","Yale-21059","EPI_ISL_13782510"
"3035","Yale-21074","EPI_ISL_13782512"
"3036","Yale-21055","EPI_ISL_13782508"
"3037","Yale-21109","EPI_ISL_13782518"
"3038","Yale-21049","EPI_ISL_13782504"
"3039","Yale-21051","EPI_ISL_13782506"
"3040","Yale-21058","EPI_ISL_13782509"
"3041","Yale-21054","EPI_ISL_13782507"
"3042","Yale-21012","EPI_ISL_13782499"
"3043","Yale-20973","EPI_ISL_13782489"
"3044","Yale-21045","EPI_ISL_13782503"
"3045","Yale-20993","EPI_ISL_13782497"
"3046","Yale-21042","EPI_ISL_13782502"
"3047","Yale-20984","EPI_ISL_13782494"
"3048","Yale-21040","EPI_ISL_13782501"
"3049","Yale-20977","EPI_ISL_13782493"
"3050","Yale-20972","EPI_ISL_13782488"
"3051","Yale-20989","EPI_ISL_13782496"
"3052","Yale-20956","EPI_ISL_13782484"
"3053","Yale-20959","EPI_ISL_13782486"
"3054","Yale-20971","EPI_ISL_13782487"
"3055","Yale-20958","EPI_ISL_13782485"
"3056","Yale-21072","EPI_ISL_13782479"
"3057","Yale-21000","EPI_ISL_13782483"
"3058","Yale-20975","EPI_ISL_13782491"
"3059","Yale-21087","EPI_ISL_13782480"
"3060","Yale-21066","EPI_ISL_13782478"
"3061","Yale-21041","EPI_ISL_13782477"
"3062","Yale-21093","EPI_ISL_13782481"
"3063","Yale-21026","EPI_ISL_13782474"
"3064","Yale-20979","EPI_ISL_13782469"
"3065","Yale-21033","EPI_ISL_13782476"
"3066","Yale-21002","EPI_ISL_13782472"
"3067","Yale-20966","EPI_ISL_13782468"
"3068","Yale-21006","EPI_ISL_13782473"
"3069","Yale-20988","EPI_ISL_13782464"
"3070","Yale-20969","EPI_ISL_13782467"
"3071","Yale-20983","EPI_ISL_13782470"
"3072","Yale-20932","EPI_ISL_13666033"
"3073","Yale-20934","EPI_ISL_13666035"
"3074","Yale-20925","EPI_ISL_13666026"
"3075","Yale-20933","EPI_ISL_13666034"
"3076","Yale-20922","EPI_ISL_13666023"
"3077","Yale-20921","EPI_ISL_13666022"
"3078","Yale-20919","EPI_ISL_13666020"
"3079","Yale-20924","EPI_ISL_13666025"
"3080","Yale-20914","EPI_ISL_13666015"
"3081","Yale-20907","EPI_ISL_13666008"
"3082","Yale-20912","EPI_ISL_13666013"
"3083","Yale-20903","EPI_ISL_13666004"
"3084","Yale-20915","EPI_ISL_13666016"
"3085","Yale-20905","EPI_ISL_13666006"
"3086","Yale-20899","EPI_ISL_13666000"
"3087","Yale-20911","EPI_ISL_13666012"
"3088","Yale-20893","EPI_ISL_13665994"
"3089","Yale-20902","EPI_ISL_13666003"
"3090","Yale-20894","EPI_ISL_13665995"
"3091","Yale-20891","EPI_ISL_13665992"
"3092","Yale-20890","EPI_ISL_13665991"
"3093","Yale-20895","EPI_ISL_13665996"
"3094","Yale-20881","EPI_ISL_13665982"
"3095","Yale-20880","EPI_ISL_13665981"
"3096","Yale-20888","EPI_ISL_13665989"
"3097","Yale-20889","EPI_ISL_13665990"
"3098","Yale-20879","EPI_ISL_13665980"
"3099","Yale-20885","EPI_ISL_13665986"
"3100","Yale-20883","EPI_ISL_13665984"
"3101","Yale-20886","EPI_ISL_13665987"
"3102","Yale-20878","EPI_ISL_13665979"
"3103","Yale-20871","EPI_ISL_13665972"
"3104","Yale-20876","EPI_ISL_13665977"
"3105","Yale-20867","EPI_ISL_13665968"
"3106","Yale-20866","EPI_ISL_13665967"
"3107","Yale-20874","EPI_ISL_13665975"
"3108","Yale-20870","EPI_ISL_13665971"
"3109","Yale-20872","EPI_ISL_13665973"
"3110","Yale-20869","EPI_ISL_13665970"
"3111","Yale-20861","EPI_ISL_13665962"
"3112","Yale-20859","EPI_ISL_13665960"
"3113","Yale-20855","EPI_ISL_13665956"
"3114","Yale-20862","EPI_ISL_13665963"
"3115","Yale-20858","EPI_ISL_13665959"
"3116","Yale-20851","EPI_ISL_13665952"
"3117","Yale-20856","EPI_ISL_13665957"
"3118","Yale-20854","EPI_ISL_13665955"
"3119","Yale-20850","EPI_ISL_13665951"
"3120","Yale-20845","EPI_ISL_13665946"
"3121","Yale-20853","EPI_ISL_13665954"
"3122","Yale-20847","EPI_ISL_13665948"
"3123","Yale-20835","EPI_ISL_13665939"
"3124","Yale-20857","EPI_ISL_13665958"
"3125","Yale-20846","EPI_ISL_13665947"
"3126","Yale-20844","EPI_ISL_13665945"
"3127","Yale-20818","EPI_ISL_13665922"
"3128","Yale-20817","EPI_ISL_13665921"
"3129","Yale-20832","EPI_ISL_13665936"
"3130","Yale-20824","EPI_ISL_13665928"
"3131","Yale-20836","EPI_ISL_13665940"
"3132","Yale-20820","EPI_ISL_13665924"
"3133","Yale-20828","EPI_ISL_13665932"
"3134","Yale-20812","EPI_ISL_13665916"
"3135","Yale-20813","EPI_ISL_13665917"
"3136","Yale-20810","EPI_ISL_13665914"
"3137","Yale-20826","EPI_ISL_13665930"
"3138","Yale-20803","EPI_ISL_13665907"
"3139","Yale-20814","EPI_ISL_13665918"
"3140","Yale-20802","EPI_ISL_13665906"
"3141","Yale-20804","EPI_ISL_13665908"
"3142","Yale-20807","EPI_ISL_13665911"
"3143","Yale-20801","EPI_ISL_13665905"
"3144","Yale-20798","EPI_ISL_13665902"
"3145","Yale-20797","EPI_ISL_13665901"
"3146","Yale-20795","EPI_ISL_13665899"
"3147","Yale-20792","EPI_ISL_13665896"
"3148","Yale-20805","EPI_ISL_13665909"
"3149","Yale-20799","EPI_ISL_13665903"
"3150","Yale-20800","EPI_ISL_13665904"
"3151","Yale-20796","EPI_ISL_13665900"
"3152","Yale-20772","EPI_ISL_13665876"
"3153","Yale-20771","EPI_ISL_13665875"
"3154","Yale-20780","EPI_ISL_13665884"
"3155","Yale-20787","EPI_ISL_13665891"
"3156","Yale-20776","EPI_ISL_13665880"
"3157","Yale-20782","EPI_ISL_13665886"
"3158","Yale-20775","EPI_ISL_13665879"
"3159","Yale-20783","EPI_ISL_13665887"
"3160","Yale-20784","EPI_ISL_13665888"
"3161","Yale-20758","EPI_ISL_13665862"
"3162","Yale-20756","EPI_ISL_13665860"
"3163","Yale-20767","EPI_ISL_13665871"
"3164","Yale-20753","EPI_ISL_13665857"
"3165","Yale-20750","EPI_ISL_13665854"
"3166","Yale-20748","EPI_ISL_13665852"
"3167","Yale-20757","EPI_ISL_13665861"
"3168","Yale-20920","EPI_ISL_13666021"
"3169","Yale-20747","EPI_ISL_13665851"
"3170","Yale-20898","EPI_ISL_13665999"
"3171","Yale-20749","EPI_ISL_13665853"
"3172","Yale-20926","EPI_ISL_13666027"
"3173","Yale-20917","EPI_ISL_13666018"
"3174","Yale-20923","EPI_ISL_13666024"
"3175","Yale-20910","EPI_ISL_13666011"
"3176","Yale-20909","EPI_ISL_13666010"
"3177","Yale-20908","EPI_ISL_13666009"
"3178","Yale-20904","EPI_ISL_13666005"
"3179","Yale-20791","EPI_ISL_13665895"
"3180","Yale-20793","EPI_ISL_13665897"
"3181","Yale-20790","EPI_ISL_13665894"
"3182","Yale-20765","EPI_ISL_13665869"
"3183","Yale-20774","EPI_ISL_13665878"
"3184","Yale-20887","EPI_ISL_13665988"
"3185","Yale-20788","EPI_ISL_13665892"
"3186","Yale-20777","EPI_ISL_13665881"
"3187","Yale-20764","EPI_ISL_13665868"
"3188","Yale-20760","EPI_ISL_13665864"
"3189","Yale-20754","EPI_ISL_13665858"
"3190","Yale-20877","EPI_ISL_13665978"
"3191","Yale-20759","EPI_ISL_13665863"
"3192","Yale-20768","EPI_ISL_13665872"
"3193","Yale-20752","EPI_ISL_13665856"
"3194","Yale-20864","EPI_ISL_13665965"
"3195","Yale-20769","EPI_ISL_13665873"
"3196","Yale-20761","EPI_ISL_13665865"
"3197","Yale-20868","EPI_ISL_13665969"
"3198","Yale-20875","EPI_ISL_13665976"
"3199","Yale-20755","EPI_ISL_13665859"
"3200","Yale-20848","EPI_ISL_13665949"
"3201","Yale-20849","EPI_ISL_13665950"
"3202","Yale-20852","EPI_ISL_13665953"
"3203","Yale-20766","EPI_ISL_13665870"
"3204","Yale-20882","EPI_ISL_13665983"
"3205","Yale-20865","EPI_ISL_13665966"
"3206","Yale-20860","EPI_ISL_13665961"
"3207","Yale-20837","EPI_ISL_13665941"
"3208","Yale-20831","EPI_ISL_13665935"
"3209","Yale-20873","EPI_ISL_13665974"
"3210","Yale-20811","EPI_ISL_13665915"
"3211","Yale-20825","EPI_ISL_13665929"
"3212","Yale-20736","EPI_ISL_13509386"
"3213","Yale-20821","EPI_ISL_13665925"
"3214","Yale-20819","EPI_ISL_13665923"
"3215","Yale-20809","EPI_ISL_13665913"
"3216","Yale-20743","EPI_ISL_13509392"
"3217","Yale-20816","EPI_ISL_13665920"
"3218","Yale-20741","EPI_ISL_13509390"
"3219","Yale-20739","EPI_ISL_13509388"
"3220","Yale-20742","EPI_ISL_13509391"
"3221","Yale-20729","EPI_ISL_13509379"
"3222","Yale-20733","EPI_ISL_13509383"
"3223","Yale-20731","EPI_ISL_13509381"
"3224","Yale-20727","EPI_ISL_13509377"
"3225","Yale-20724","EPI_ISL_13509374"
"3226","Yale-20725","EPI_ISL_13509375"
"3227","Yale-20720","EPI_ISL_13509370"
"3228","Yale-20728","EPI_ISL_13509378"
"3229","Yale-20721","EPI_ISL_13509371"
"3230","Yale-20717","EPI_ISL_13509367"
"3231","Yale-20719","EPI_ISL_13509369"
"3232","Yale-20716","EPI_ISL_13509366"
"3233","Yale-20715","EPI_ISL_13509365"
"3234","Yale-20713","EPI_ISL_13509363"
"3235","Yale-20708","EPI_ISL_13509358"
"3236","Yale-20702","EPI_ISL_13509352"
"3237","Yale-20711","EPI_ISL_13509361"
"3238","Yale-20704","EPI_ISL_13509354"
"3239","Yale-20709","EPI_ISL_13509359"
"3240","Yale-20706","EPI_ISL_13509356"
"3241","Yale-20700","EPI_ISL_13509350"
"3242","Yale-20703","EPI_ISL_13509353"
"3243","Yale-20697","EPI_ISL_13509347"
"3244","Yale-20693","EPI_ISL_13509343"
"3245","Yale-20698","EPI_ISL_13509348"
"3246","Yale-20691","EPI_ISL_13509341"
"3247","Yale-20692","EPI_ISL_13509342"
"3248","Yale-20690","EPI_ISL_13509340"
"3249","Yale-20685","EPI_ISL_13509335"
"3250","Yale-20689","EPI_ISL_13509339"
"3251","Yale-20684","EPI_ISL_13509334"
"3252","Yale-20687","EPI_ISL_13509337"
"3253","Yale-20686","EPI_ISL_13509336"
"3254","Yale-20682","EPI_ISL_13509332"
"3255","Yale-20695","EPI_ISL_13509345"
"3256","Yale-20679","EPI_ISL_13509329"
"3257","Yale-20676","EPI_ISL_13509326"
"3258","Yale-20670","EPI_ISL_13509320"
"3259","Yale-20677","EPI_ISL_13509327"
"3260","Yale-20668","EPI_ISL_13509318"
"3261","Yale-20669","EPI_ISL_13509319"
"3262","Yale-20665","EPI_ISL_13509315"
"3263","Yale-20663","EPI_ISL_13509313"
"3264","Yale-20664","EPI_ISL_13509314"
"3265","Yale-20657","EPI_ISL_13509307"
"3266","Yale-20654","EPI_ISL_13509304"
"3267","Yale-20655","EPI_ISL_13509305"
"3268","Yale-20658","EPI_ISL_13509308"
"3269","Yale-20656","EPI_ISL_13509306"
"3270","Yale-20652","EPI_ISL_13509302"
"3271","Yale-20666","EPI_ISL_13509316"
"3272","Yale-20662","EPI_ISL_13509312"
"3273","Yale-20661","EPI_ISL_13509311"
"3274","Yale-20659","EPI_ISL_13509309"
"3275","Yale-20644","EPI_ISL_13509297"
"3276","Yale-20643","EPI_ISL_13509296"
"3277","Yale-20653","EPI_ISL_13509303"
"3278","Yale-20647","EPI_ISL_13509300"
"3279","Yale-20638","EPI_ISL_13509291"
"3280","Yale-20651","EPI_ISL_13509301"
"3281","Yale-20645","EPI_ISL_13509298"
"3282","Yale-20640","EPI_ISL_13509293"
"3283","Yale-20635","EPI_ISL_13509288"
"3284","Yale-20634","EPI_ISL_13509287"
"3285","Yale-20628","EPI_ISL_13509281"
"3286","Yale-20625","EPI_ISL_13509278"
"3287","Yale-20630","EPI_ISL_13509283"
"3288","Yale-20622","EPI_ISL_13509275"
"3289","Yale-20626","EPI_ISL_13509279"
"3290","Yale-20627","EPI_ISL_13509280"
"3291","Yale-20624","EPI_ISL_13509277"
"3292","Yale-20631","EPI_ISL_13509284"
"3293","Yale-20620","EPI_ISL_13509273"
"3294","Yale-20616","EPI_ISL_13509269"
"3295","Yale-20619","EPI_ISL_13509272"
"3296","Yale-20614","EPI_ISL_13509267"
"3297","Yale-20617","EPI_ISL_13509270"
"3298","Yale-20618","EPI_ISL_13509271"
"3299","Yale-20621","EPI_ISL_13509274"
"3300","Yale-20612","EPI_ISL_13509265"
"3301","Yale-20613","EPI_ISL_13509266"
"3302","Yale-20610","EPI_ISL_13509263"
"3303","Yale-20606","EPI_ISL_13509259"
"3304","Yale-20608","EPI_ISL_13509261"
"3305","Yale-20605","EPI_ISL_13509258"
"3306","Yale-20602","EPI_ISL_13509255"
"3307","Yale-20598","EPI_ISL_13509251"
"3308","Yale-20600","EPI_ISL_13509253"
"3309","Yale-20604","EPI_ISL_13509257"
"3310","Yale-20595","EPI_ISL_13509248"
"3311","Yale-20590","EPI_ISL_13509243"
"3312","Yale-20601","EPI_ISL_13509254"
"3313","Yale-20597","EPI_ISL_13509250"
"3314","Yale-20593","EPI_ISL_13509246"
"3315","Yale-20592","EPI_ISL_13509245"
"3316","Yale-20599","EPI_ISL_13509252"
"3317","Yale-20588","EPI_ISL_13509241"
"3318","Yale-20579","EPI_ISL_13509232"
"3319","Yale-20584","EPI_ISL_13509237"
"3320","Yale-20577","EPI_ISL_13509230"
"3321","Yale-20582","EPI_ISL_13509235"
"3322","Yale-20587","EPI_ISL_13509240"
"3323","Yale-20583","EPI_ISL_13509236"
"3324","Yale-20585","EPI_ISL_13509238"
