"","YaleID","Accession.ID"
"8367","Yale-15972","EPI_ISL_9400794"
"8368","Yale-15601","EPI_ISL_8824684"
"8369","Yale-15980","EPI_ISL_9400847"
"8370","Yale-15508","EPI_ISL_8824595"
"8371","Yale-15209","EPI_ISL_8329796"
"8372","Yale-15974","EPI_ISL_9400739"
"8373","Yale-15383","EPI_ISL_8563163"
"8374","Yale-15211","EPI_ISL_8329798"
"8375","Yale-15927","EPI_ISL_9400768"
"8376","Yale-15926","EPI_ISL_9400767"
"8377","Yale-15392","EPI_ISL_8563172"
"8378","Yale-15897","EPI_ISL_9400756"
"8379","Yale-15914","EPI_ISL_9400762"
"8380","Yale-15940","EPI_ISL_9400735"
"8381","Yale-15949","EPI_ISL_9400784"
"8382","Yale-16023","EPI_ISL_9400742"
"8383","Yale-15929","EPI_ISL_9400770"
"8384","Yale-15991","EPI_ISL_9400801"
"8385","Yale-15945","EPI_ISL_9400781"
"8386","Yale-15973","EPI_ISL_9400795"
"8387","Yale-15942","EPI_ISL_9400779"
"8388","Yale-15958","EPI_ISL_9400790"
"8389","Yale-16017","EPI_ISL_9400818"
"8390","Yale-15928","EPI_ISL_9400769"
"8391","Yale-15944","EPI_ISL_9400780"
"8392","Yale-16015","EPI_ISL_9400816"
"8393","Yale-16018","EPI_ISL_9400819"
"8394","Yale-16045","EPI_ISL_9400832"
"8395","Yale-16027","EPI_ISL_9400887"
"8396","Yale-16020","EPI_ISL_9400885"
"8397","Yale-16009","EPI_ISL_9400882"
"8398","Yale-16025","EPI_ISL_9400823"
"8399","Yale-16043","EPI_ISL_9400831"
"8400","Yale-16012","EPI_ISL_9400884"
"8401","Yale-16063","EPI_ISL_9400896"
"8402","Yale-15996","EPI_ISL_9400880"
"8403","Yale-15924","EPI_ISL_9400861"
"8404","Yale-15918","EPI_ISL_9400860"
"8405","Yale-15985","EPI_ISL_9400876"
"8406","Yale-15947","EPI_ISL_9400863"
"8407","Yale-15591","EPI_ISL_8824675"
"8408","Yale-15934","EPI_ISL_9400734"
"8409","Yale-15933","EPI_ISL_9400733"
"8410","Yale-15916","EPI_ISL_9400722"
"8411","Yale-15902","EPI_ISL_9400728"
"8412","Yale-16156","EPI_ISL_9672986"
"8413","Yale-16385","EPI_ISL_9882673"
"8414","Yale-15307","EPI_ISL_8563086"
"8415","Yale-15901","EPI_ISL_9400727"
"8416","Yale-15907","EPI_ISL_9400758"
"8417","Yale-16401","EPI_ISL_9882689"
"8418","Yale-15760","EPI_ISL_9084296"
"8419","Yale-16409","EPI_ISL_9882697"
"8420","Yale-16367","EPI_ISL_9882655"
"8421","Yale-15409","EPI_ISL_8563189"
"8422","Yale-15978","EPI_ISL_9400797"
"8423","Yale-15896","EPI_ISL_9400845"
"8424","Yale-15909","EPI_ISL_9400729"
"8425","Yale-16119","EPI_ISL_9672949"
"8426","Yale-16057","EPI_ISL_9400837"
"8427","Yale-15296","EPI_ISL_8563075"
"8428","Yale-16134","EPI_ISL_9672964"
"8429","Yale-16120","EPI_ISL_9672950"
"8430","Yale-16131","EPI_ISL_9672961"
"8431","Yale-16132","EPI_ISL_9672962"
"8432","Yale-16155","EPI_ISL_9672985"
"8433","Yale-16139","EPI_ISL_9672969"
"8434","Yale-16143","EPI_ISL_9672973"
"8435","Yale-16147","EPI_ISL_9672977"
"8436","Yale-16290","EPI_ISL_9673119"
"8437","Yale-16128","EPI_ISL_9672958"
"8438","Yale-16288","EPI_ISL_9673117"
"8439","Yale-16282","EPI_ISL_9673111"
"8440","Yale-16287","EPI_ISL_9673116"
"8441","Yale-16284","EPI_ISL_9673113"
"8442","Yale-16144","EPI_ISL_9672974"
"8443","Yale-16173","EPI_ISL_9673003"
"8444","Yale-16189","EPI_ISL_9673019"
"8445","Yale-16174","EPI_ISL_9673004"
"8446","Yale-16198","EPI_ISL_9673028"
"8447","Yale-16193","EPI_ISL_9673023"
"8448","Yale-16194","EPI_ISL_9673024"
"8449","Yale-16180","EPI_ISL_9673010"
"8450","Yale-16179","EPI_ISL_9673009"
"8451","Yale-16177","EPI_ISL_9673007"
"8452","Yale-16190","EPI_ISL_9673020"
"8453","Yale-16178","EPI_ISL_9673008"
"8454","Yale-16183","EPI_ISL_9673013"
"8455","Yale-16181","EPI_ISL_9673011"
"8456","Yale-16195","EPI_ISL_9673025"
"8457","Yale-16184","EPI_ISL_9673014"
"8458","Yale-16215","EPI_ISL_9673045"
"8459","Yale-16217","EPI_ISL_9673047"
"8460","Yale-16186","EPI_ISL_9673016"
"8461","Yale-16214","EPI_ISL_9673044"
"8462","Yale-16204","EPI_ISL_9673034"
"8463","Yale-16212","EPI_ISL_9673042"
"8464","Yale-16208","EPI_ISL_9673038"
"8465","Yale-16219","EPI_ISL_9673049"
"8466","Yale-16210","EPI_ISL_9673040"
"8467","Yale-16237","EPI_ISL_9673067"
"8468","Yale-16206","EPI_ISL_9673036"
"8469","Yale-16199","EPI_ISL_9673029"
"8470","Yale-16230","EPI_ISL_9673060"
"8471","Yale-16239","EPI_ISL_9673069"
"8472","Yale-16218","EPI_ISL_9673048"
"8473","Yale-16200","EPI_ISL_9673030"
"8474","Yale-16223","EPI_ISL_9673053"
"8475","Yale-16222","EPI_ISL_9673052"
"8476","Yale-16201","EPI_ISL_9673031"
"8477","Yale-16244","EPI_ISL_9673074"
"8478","Yale-16267","EPI_ISL_9673096"
"8479","Yale-16275","EPI_ISL_9673104"
"8480","Yale-16245","EPI_ISL_9673075"
"8481","Yale-16221","EPI_ISL_9673051"
"8482","Yale-16276","EPI_ISL_9673105"
"8483","Yale-16164","EPI_ISL_9672994"
"8484","Yale-16124","EPI_ISL_9672954"
"8485","Yale-16157","EPI_ISL_9672987"
"8486","Yale-16274","EPI_ISL_9673103"
"8487","Yale-16154","EPI_ISL_9672984"
"8488","Yale-16197","EPI_ISL_9673027"
"8489","Yale-16165","EPI_ISL_9672995"
"8490","Yale-16259","EPI_ISL_9673088"
"8491","Yale-16242","EPI_ISL_9673072"
"8492","Yale-16224","EPI_ISL_9673054"
"8493","Yale-16169","EPI_ISL_9672999"
"8494","Yale-16256","EPI_ISL_9673085"
"8495","Yale-16254","EPI_ISL_9673083"
"8496","Yale-16257","EPI_ISL_9673086"
"8497","Yale-16255","EPI_ISL_9673084"
"8498","Yale-16243","EPI_ISL_9673073"
"8499","Yale-16268","EPI_ISL_9673097"
"8500","Yale-16263","EPI_ISL_9673092"
"8501","Yale-15609","EPI_ISL_8824692"
"8502","Yale-16266","EPI_ISL_9673095"
"8503","Yale-16241","EPI_ISL_9673071"
"8504","Yale-16271","EPI_ISL_9673100"
"8505","Yale-16026","EPI_ISL_9400886"
"8506","Yale-15696","EPI_ISL_9084193"
"8507","Yale-16034","EPI_ISL_9400827"
"8508","Yale-16391","EPI_ISL_9882679"
"8509","Yale-15954","EPI_ISL_9400787"
"8510","Yale-16166","EPI_ISL_9672996"
"8511","Yale-15832","EPI_ISL_9084237"
"8512","Yale-15513","EPI_ISL_8824600"
"8513","Yale-15510","EPI_ISL_8824597"
"8514","Yale-15912","EPI_ISL_9400760"
"8515","Yale-15298","EPI_ISL_8563077"
"8516","Yale-16441","EPI_ISL_9882726"
"8517","Yale-15380","EPI_ISL_8563160"
"8518","Yale-16442","EPI_ISL_9882727"
"8519","Yale-16433","EPI_ISL_9882718"
"8520","Yale-16430","EPI_ISL_9882715"
"8521","Yale-16434","EPI_ISL_9882719"
"8522","Yale-16408","EPI_ISL_9882696"
"8523","Yale-16418","EPI_ISL_9882703"
"8524","Yale-16417","EPI_ISL_9882702"
"8525","Yale-16405","EPI_ISL_9882693"
"8526","Yale-16388","EPI_ISL_9882676"
"8527","Yale-16402","EPI_ISL_9882690"
"8528","Yale-16383","EPI_ISL_9882671"
"8529","Yale-16376","EPI_ISL_9882664"
"8530","Yale-16382","EPI_ISL_9882670"
"8531","Yale-16384","EPI_ISL_9882672"
"8532","Yale-16375","EPI_ISL_9882663"
"8533","Yale-16386","EPI_ISL_9882674"
"8534","Yale-16372","EPI_ISL_9882660"
"8535","Yale-16368","EPI_ISL_9882656"
"8536","Yale-16369","EPI_ISL_9882657"
"8537","Yale-16381","EPI_ISL_9882669"
"8538","Yale-16374","EPI_ISL_9882662"
"8539","Yale-16355","EPI_ISL_9882643"
"8540","Yale-16366","EPI_ISL_9882654"
"8541","Yale-16350","EPI_ISL_9882638"
"8542","Yale-16352","EPI_ISL_9882640"
"8543","Yale-16334","EPI_ISL_9882626"
"8544","Yale-16340","EPI_ISL_9882631"
"8545","Yale-16335","EPI_ISL_9882627"
"8546","Yale-16348","EPI_ISL_9882637"
"8547","Yale-16331","EPI_ISL_9882623"
"8548","Yale-16346","EPI_ISL_9882635"
"8549","Yale-16336","EPI_ISL_9882628"
"8550","Yale-16322","EPI_ISL_9882615"
"8551","Yale-16329","EPI_ISL_9882621"
"8552","Yale-16323","EPI_ISL_9882616"
"8553","Yale-10339","EPI_ISL_10115821"
"8554","Yale-10469","EPI_ISL_10115827"
"8555","Yale-10508","EPI_ISL_10115825"
"8556","Yale-11647","EPI_ISL_10115832"
"8557","Yale-11722","EPI_ISL_10115833"
"8558","Yale-13359","EPI_ISL_10115844"
"8559","Yale-13176","EPI_ISL_10115842"
"8560","Yale-13158","EPI_ISL_10115846"
"8561","Yale-12824","EPI_ISL_10115837"
"8562","Yale-13570","EPI_ISL_10115855"
"8563","Yale-13424","EPI_ISL_10115853"
"8564","Yale-14214","EPI_ISL_10115866"
"8565","Yale-14231","EPI_ISL_10115868"
"8566","Yale-16606","EPI_ISL_10223812"
"8567","Yale-14147","EPI_ISL_10115872"
"8568","Yale-16641","EPI_ISL_10223811"
"8569","Yale-16062","EPI_ISL_10115913"
"8570","Yale-14081","EPI_ISL_10115871"
"8571","Yale-14229","EPI_ISL_10115867"
"8572","Yale-16561","EPI_ISL_10223814"
"8573","Yale-15518","EPI_ISL_10115909"
"8574","Yale-16630","EPI_ISL_10223821"
"8575","Yale-16537","EPI_ISL_10223816"
"8576","Yale-16609","EPI_ISL_10223819"
"8577","Yale-16673","EPI_ISL_10223825"
"8578","Yale-16676","EPI_ISL_10223826"
"8579","Yale-16671","EPI_ISL_10223824"
"8580","Yale-16690","EPI_ISL_10223834"
"8581","Yale-16632","EPI_ISL_10223833"
"8582","Yale-16695","EPI_ISL_10223828"
"8583","Yale-16559","EPI_ISL_10223838"
"8584","Yale-16575","EPI_ISL_10223844"
"8585","Yale-16566","EPI_ISL_10223842"
"8586","Yale-16560","EPI_ISL_10223839"
"8587","Yale-16572","EPI_ISL_10223843"
"8588","Yale-16587","EPI_ISL_10223846"
"8589","Yale-16594","EPI_ISL_10223849"
"8590","Yale-16598","EPI_ISL_10223853"
"8591","Yale-16601","EPI_ISL_10223854"
"8592","Yale-16624","EPI_ISL_10223863"
"8593","Yale-16614","EPI_ISL_10223858"
"8594","Yale-16605","EPI_ISL_10223856"
"8595","Yale-16597","EPI_ISL_10223852"
"8596","Yale-16602","EPI_ISL_10223855"
"8597","Yale-16611","EPI_ISL_10223857"
"8598","Yale-16617","EPI_ISL_10223860"
"8599","Yale-16633","EPI_ISL_10223866"
"8600","Yale-16634","EPI_ISL_10223867"
"8601","Yale-16615","EPI_ISL_10223859"
"8602","Yale-16628","EPI_ISL_10223865"
"8603","Yale-16627","EPI_ISL_10223864"
"8604","Yale-16645","EPI_ISL_10223871"
"8605","Yale-16650","EPI_ISL_10223874"
"8606","Yale-16648","EPI_ISL_10223872"
"8607","Yale-16639","EPI_ISL_10223868"
"8608","Yale-16642","EPI_ISL_10223870"
"8609","Yale-16668","EPI_ISL_10223881"
"8610","Yale-16699","EPI_ISL_10223886"
"8611","Yale-16649","EPI_ISL_10223873"
"8612","Yale-16678","EPI_ISL_10223883"
"8613","Yale-16689","EPI_ISL_10223884"
"8614","Yale-16707","EPI_ISL_10223887"
"8615","Yale-16666","EPI_ISL_10223880"
"8616","Yale-16692","EPI_ISL_10223885"
"8617","Yale-16618","EPI_ISL_10223894"
"8618","Yale-16586","EPI_ISL_10223891"
"8619","Yale-16528","EPI_ISL_10223899"
"8620","Yale-16591","EPI_ISL_10223892"
"8621","Yale-16580","EPI_ISL_10223890"
"8622","Yale-16631","EPI_ISL_10223895"
"8623","Yale-16585","EPI_ISL_10223900"
"8624","Yale-16667","EPI_ISL_10223902"
"8625","Yale-16691","EPI_ISL_10223903"
"8626","Yale-16616","EPI_ISL_10223922"
"8627","Yale-16608","EPI_ISL_10223898"
"8628","Yale-16574","EPI_ISL_10223904"
"8629","Yale-16636","EPI_ISL_10223925"
"8630","Yale-16577","EPI_ISL_10223930"
"8631","Yale-16696","EPI_ISL_10223933"
"8632","Yale-16607","EPI_ISL_10223929"
"8633","Yale-16603","EPI_ISL_10223934"
"8634","Yale-16534","EPI_ISL_10223935"
"8635","Yale-16644","EPI_ISL_10223941"
"8636","Yale-16621","EPI_ISL_10223938"
"8637","Yale-16563","EPI_ISL_10223945"
"8638","Yale-16672","EPI_ISL_10223939"
"8639","Yale-16588","EPI_ISL_10223943"
"8640","Yale-16652","EPI_ISL_10223948"
"8641","Yale-16622","EPI_ISL_10223946"
"8642","Yale-16646","EPI_ISL_10223947"
"8643","Yale-16533","EPI_ISL_10223931"
"8644","Yale-16619","EPI_ISL_10223954"
"8645","Yale-16637","EPI_ISL_10223952"
"8646","Yale-16700","EPI_ISL_10223956"
"8647","Yale-16669","EPI_ISL_10223949"
"8648","Yale-16665","EPI_ISL_10223950"
"8649","Yale-17085","EPI_ISL_10539456"
"8650","Yale-17087","EPI_ISL_10539458"
"8651","Yale-17082","EPI_ISL_10539453"
"8652","Yale-17090","EPI_ISL_10539461"
"8653","Yale-17084","EPI_ISL_10539455"
"8654","Yale-17083","EPI_ISL_10539454"
"8655","Yale-17091","EPI_ISL_10539462"
"8656","Yale-17093","EPI_ISL_10539464"
"8657","Yale-17080","EPI_ISL_10539451"
"8658","Yale-17092","EPI_ISL_10539463"
"8659","Yale-17099","EPI_ISL_10539470"
"8660","Yale-17103","EPI_ISL_10539473"
"8661","Yale-17094","EPI_ISL_10539465"
"8662","Yale-17097","EPI_ISL_10539468"
"8663","Yale-17101","EPI_ISL_10539471"
"8664","Yale-17096","EPI_ISL_10539467"
"8665","Yale-17105","EPI_ISL_10539475"
"8666","Yale-17106","EPI_ISL_10539476"
"8667","Yale-17110","EPI_ISL_10539480"
"8668","Yale-17107","EPI_ISL_10539477"
"8669","Yale-17114","EPI_ISL_10539484"
"8670","Yale-17118","EPI_ISL_10539488"
"8671","Yale-17104","EPI_ISL_10539474"
"8672","Yale-17108","EPI_ISL_10539478"
"8673","Yale-17113","EPI_ISL_10539483"
"8674","Yale-17127","EPI_ISL_10539497"
"8675","Yale-17119","EPI_ISL_10539489"
"8676","Yale-17120","EPI_ISL_10539490"
"8677","Yale-17123","EPI_ISL_10539493"
"8678","Yale-17125","EPI_ISL_10539495"
"8679","Yale-17137","EPI_ISL_10539507"
"8680","Yale-17133","EPI_ISL_10539503"
"8681","Yale-17143","EPI_ISL_10539512"
"8682","Yale-17129","EPI_ISL_10539499"
"8683","Yale-17146","EPI_ISL_10539515"
"8684","Yale-17135","EPI_ISL_10539505"
"8685","Yale-17144","EPI_ISL_10539513"
"8686","Yale-17147","EPI_ISL_10539516"
"8687","Yale-24084","EPI_ISL_16911070"
"8688","Yale-17148","EPI_ISL_10539517"
"8689","Yale-24102","EPI_ISL_16997928"
"8690","Yale-24086","EPI_ISL_16911071"
"8691","Yale-24078","EPI_ISL_16911065"
"8692","Yale-24103","EPI_ISL_16997929"
"8693","Yale-24088","EPI_ISL_16911073"
"8694","Yale-24094","EPI_ISL_16997926"
"8695","Yale-24106","EPI_ISL_16997931"
"8696","Yale-24142","EPI_ISL_16997937"
"8697","Yale-24105","EPI_ISL_16997930"
"8698","Yale-24118","EPI_ISL_16997933"
"8699","Yale-24091","EPI_ISL_16997938"
"8700","Yale-24093","EPI_ISL_16997939"
"8701","Yale-24126","EPI_ISL_16997934"
"8702","Yale-24130","EPI_ISL_16997936"
"8703","Yale-24092","EPI_ISL_16997943"
"8704","Yale-24096","EPI_ISL_16997944"
"8705","Yale-24104","EPI_ISL_16997948"
"8706","Yale-24097","EPI_ISL_16997945"
"8707","Yale-24100","EPI_ISL_16997947"
"8708","Yale-24119","EPI_ISL_16997958"
"8709","Yale-24121","EPI_ISL_16997960"
"8710","Yale-24123","EPI_ISL_16997961"
"8711","Yale-24129","EPI_ISL_16997965"
"8712","Yale-24124","EPI_ISL_16997962"
"8713","Yale-24133","EPI_ISL_16997966"
"8714","Yale-24125","EPI_ISL_16997963"
"8715","Yale-24135","EPI_ISL_16997968"
"8716","Yale-24140","EPI_ISL_16997972"
"8717","Yale-24141","EPI_ISL_16997973"
"8718","Yale-24120","EPI_ISL_16997959"
"8719","Yale-24145","EPI_ISL_16997976"
"8720","Yale-24144","EPI_ISL_16997975"
"8721","Yale-24128","EPI_ISL_16997964"
"8722","Yale-24148","EPI_ISL_16997978"
"8723","Yale-24143","EPI_ISL_16997974"
"8724","Yale-24146","EPI_ISL_16997977"
"8725","Yale-24095","EPI_ISL_16997982"
"8726","Yale-24122","EPI_ISL_16997984"
"8727","Yale-24175","EPI_ISL_17156574"
"8728","Yale-24189","EPI_ISL_17156579"
"8729","Yale-24157","EPI_ISL_17156578"
"8730","Yale-24177","EPI_ISL_17156575"
"8731","Yale-24185","EPI_ISL_17156576"
"8732","Yale-24209","EPI_ISL_17156583"
"8733","Yale-24206","EPI_ISL_17156584"
"8734","Yale-24180","EPI_ISL_17156585"
"8735","Yale-24214","EPI_ISL_17156600"
"8736","Yale-24211","EPI_ISL_17156599"
"8737","Yale-24226","EPI_ISL_17156580"
"8738","Yale-24195","EPI_ISL_17156597"
"8739","Yale-24207","EPI_ISL_17156598"
"8740","Yale-24278","EPI_ISL_17156602"
"8741","Yale-24237","EPI_ISL_17156601"
"8742","Yale-24286","EPI_ISL_17156603"
"8743","Yale-24168","EPI_ISL_17156586"
"8744","Yale-24159","EPI_ISL_17156608"
"8745","Yale-24289","EPI_ISL_17156607"
"8746","Yale-24161","EPI_ISL_17156609"
"8747","Yale-24186","EPI_ISL_17156605"
"8748","Yale-24169","EPI_ISL_17156612"
"8749","Yale-24181","EPI_ISL_17156614"
"8750","Yale-24217","EPI_ISL_17156624"
"8751","Yale-24210","EPI_ISL_17156622"
"8752","Yale-24190","EPI_ISL_17156617"
"8753","Yale-24183","EPI_ISL_17156615"
"8754","Yale-24220","EPI_ISL_17156625"
"8755","Yale-24192","EPI_ISL_17156618"
"8756","Yale-24216","EPI_ISL_17156623"
"8757","Yale-24194","EPI_ISL_17156619"
"8758","Yale-24243","EPI_ISL_17156630"
"8759","Yale-24252","EPI_ISL_17156635"
"8760","Yale-24250","EPI_ISL_17156633"
"8761","Yale-24246","EPI_ISL_17156631"
"8762","Yale-24270","EPI_ISL_17156644"
"8763","Yale-24271","EPI_ISL_17156645"
"8764","Yale-24262","EPI_ISL_17156639"
"8765","Yale-24269","EPI_ISL_17156643"
"8766","Yale-24263","EPI_ISL_17156640"
"8767","Yale-24261","EPI_ISL_17156638"
"8768","Yale-24279","EPI_ISL_17156647"
"8769","Yale-24265","EPI_ISL_17156642"
"8770","Yale-24291","EPI_ISL_17156651"
"8771","Yale-24227","EPI_ISL_17156656"
"8772","Yale-24294","EPI_ISL_17156653"
"8773","Yale-24174","EPI_ISL_17156663"
"8774","Yale-24300","EPI_ISL_17156654"
"8775","Yale-24229","EPI_ISL_17156661"
"8776","Yale-24232","EPI_ISL_17156662"
"8777","Yale-24171","EPI_ISL_17156660"
"8778","Yale-24295","EPI_ISL_17156665"
"8779","Yale-24158","EPI_ISL_17156658"
"8780","Yale-24188","EPI_ISL_17156669"
"8781","Yale-24208","EPI_ISL_17156668"
"8782","Yale-24259","EPI_ISL_17156670"
"8783","Yale-24176","EPI_ISL_17156672"
"8784","Yale-24167","EPI_ISL_17156675"
"8785","Yale-24156","EPI_ISL_17156676"
"8786","Yale-24203","EPI_ISL_17156679"
"8787","Yale-24204","EPI_ISL_17156674"
"8788","Yale-24255","EPI_ISL_17156677"
"8789","Yale-24244","EPI_ISL_17156683"
"8790","Yale-24170","EPI_ISL_17156681"
"8791","Yale-24266","EPI_ISL_17156685"
"8792","Yale-24284","EPI_ISL_17156689"
"8793","Yale-24228","EPI_ISL_17156688"
"8794","Yale-24242","EPI_ISL_17156692"
"8795","Yale-24219","EPI_ISL_17156695"
"8796","Yale-24155","EPI_ISL_17156700"
"8797","Yale-24197","EPI_ISL_17156699"
"8798","Yale-24258","EPI_ISL_17156693"
"8799","Yale-24218","EPI_ISL_17156710"
"8800","Yale-24257","EPI_ISL_17156708"
"8801","Yale-24215","EPI_ISL_17156703"
"8802","Yale-24184","EPI_ISL_17156701"
"8803","Yale-24342","EPI_ISL_17211417"
"8804","Yale-24314","EPI_ISL_17211416"
"8805","Yale-24339","EPI_ISL_17211420"
"8806","Yale-24341","EPI_ISL_17211421"
"8807","Yale-24321","EPI_ISL_17211436"
"8808","Yale-24311","EPI_ISL_17211428"
"8809","Yale-24318","EPI_ISL_17211434"
"8810","Yale-24331","EPI_ISL_17211441"
"8811","Yale-24334","EPI_ISL_17211444"
"8812","Yale-24327","EPI_ISL_17211440"
"8813","Yale-24338","EPI_ISL_17211447"
"8814","Yale-24333","EPI_ISL_17211443"
"8815","Yale-24332","EPI_ISL_17211442"
"8816","Yale-24343","EPI_ISL_17211449"
"8817","Yale-24347","EPI_ISL_17211452"
"8818","Yale-24345","EPI_ISL_17211450"
"8819","Yale-24335","EPI_ISL_17211454"
"8820","Yale-24349","EPI_ISL_17261378"
"8821","Yale-24354","EPI_ISL_17261382"
"8822","Yale-24348","EPI_ISL_17261377"
"8823","Yale-24350","EPI_ISL_17261379"
"8824","Yale-24359","EPI_ISL_17261387"
"8825","Yale-24353","EPI_ISL_17261381"
"8826","Yale-24360","EPI_ISL_17261388"
"8827","Yale-24362","EPI_ISL_17261390"
"8828","Yale-24356","EPI_ISL_17261384"
"8829","Yale-24368","EPI_ISL_17261396"
"8830","Yale-24373","EPI_ISL_17261400"
"8831","Yale-24377","EPI_ISL_17261404"
"8832","Yale-24383","EPI_ISL_17327502"
"8833","Yale-24365","EPI_ISL_17261393"
"8834","Yale-24370","EPI_ISL_17261398"
"8835","Yale-24376","EPI_ISL_17261403"
"8836","Yale-24386","EPI_ISL_17327504"
"8837","Yale-24382","EPI_ISL_17261406"
"8838","Yale-24400","EPI_ISL_17327517"
"8839","Yale-24399","EPI_ISL_17327516"
"8840","Yale-24403","EPI_ISL_17327520"
"8841","Yale-24401","EPI_ISL_17327518"
"8842","Yale-24395","EPI_ISL_17327512"
"8843","Yale-24413","EPI_ISL_17327527"
"8844","Yale-24402","EPI_ISL_17327519"
"8845","Yale-24414","EPI_ISL_17327528"
"8846","Yale-24407","EPI_ISL_17327523"
"8847","Yale-24406","EPI_ISL_17327522"
"8848","Yale-24421","EPI_ISL_17401752"
"8849","Yale-24425","EPI_ISL_17401758"
"8850","Yale-24424","EPI_ISL_17401757"
"8851","Yale-24426","EPI_ISL_17401759"
"8852","Yale-24418","EPI_ISL_17401756"
"8853","Yale-24440","EPI_ISL_17401765"
"8854","Yale-24434","EPI_ISL_17401763"
"8855","Yale-24419","EPI_ISL_17401769"
"8856","Yale-24432","EPI_ISL_17401762"
"8857","Yale-24427","EPI_ISL_17401770"
"8858","Yale-24433","EPI_ISL_17401771"
"8859","Yale-24443","EPI_ISL_17401772"
"8860","Yale-24420","EPI_ISL_17401777"
"8861","Yale-16444","EPI_ISL_9882729"
"8862","Yale-24442","EPI_ISL_17401776"
"8863","Yale-24431","EPI_ISL_17401778"
"8864","Yale-24436","EPI_ISL_17401768"
"8865","Yale-24417","EPI_ISL_17401774"
"8866","Yale-16450","EPI_ISL_9882735"
"8867","Yale-16448","EPI_ISL_9882733"
"8868","Yale-16445","EPI_ISL_9882730"
"8869","Yale-16446","EPI_ISL_9882731"
"8870","Yale-16455","EPI_ISL_9882740"
"8871","Yale-16457","EPI_ISL_9882742"
"8872","Yale-16461","EPI_ISL_9882746"
"8873","Yale-16462","EPI_ISL_9882747"
"8874","Yale-16459","EPI_ISL_9882744"
"8875","Yale-16463","EPI_ISL_9882748"
"8876","Yale-16467","EPI_ISL_9882752"
"8877","Yale-16472","EPI_ISL_9882757"
"8878","Yale-16466","EPI_ISL_9882751"
"8879","Yale-16477","EPI_ISL_9882762"
"8880","Yale-16474","EPI_ISL_9882759"
"8881","Yale-16478","EPI_ISL_9882763"
"8882","Yale-16473","EPI_ISL_9882758"
"8883","Yale-16479","EPI_ISL_9882764"
"8884","Yale-16482","EPI_ISL_9882767"
"8885","Yale-16481","EPI_ISL_9882766"
"8886","Yale-16475","EPI_ISL_9882760"
"8887","Yale-16487","EPI_ISL_9882771"
"8888","Yale-16491","EPI_ISL_9882775"
"8889","Yale-16497","EPI_ISL_9882781"
"8890","Yale-16490","EPI_ISL_9882774"
"8891","Yale-16495","EPI_ISL_9882779"
"8892","Yale-16496","EPI_ISL_9882780"
"8893","Yale-16498","EPI_ISL_9882782"
"8894","Yale-16493","EPI_ISL_9882777"
"8895","Yale-16506","EPI_ISL_9882790"
"8896","Yale-16507","EPI_ISL_9882791"
"8897","Yale-16494","EPI_ISL_9882778"
"8898","Yale-24445","EPI_ISL_17454584"
"8899","Yale-24446","EPI_ISL_17454585"
"8900","Yale-24447","EPI_ISL_17454586"
"8901","Yale-24448","EPI_ISL_17454587"
"8902","Yale-24449","EPI_ISL_17454588"
"8903","Yale-24450","EPI_ISL_17454589"
"8904","Yale-24451","EPI_ISL_17454590"
"8905","Yale-24452","EPI_ISL_17454591"
"8906","Yale-24453","EPI_ISL_17454592"
"8907","Yale-24454","EPI_ISL_17454593"
"8908","Yale-24455","EPI_ISL_17454594"
"8909","Yale-24456","EPI_ISL_17454595"
"8910","Yale-24457","EPI_ISL_17454596"
"8911","Yale-24458","EPI_ISL_17454597"
"8912","Yale-24459","EPI_ISL_17454598"
"8913","Yale-24460","EPI_ISL_17454599"
"8914","Yale-24461","EPI_ISL_17454600"
"8915","Yale-24462","EPI_ISL_17454601"
"8916","Yale-24463","EPI_ISL_17454602"
"8917","Yale-24464","EPI_ISL_17454603"
"8918","Yale-24465","EPI_ISL_17454604"
"8919","Yale-24466","EPI_ISL_17454605"
"8920","Yale-24467","EPI_ISL_17454606"
"8921","Yale-24468","EPI_ISL_17454607"
"8922","Yale-24469","EPI_ISL_17506838"
"8923","Yale-24473","EPI_ISL_17506842"
"8924","Yale-24477","EPI_ISL_17506846"
"8925","Yale-24485","EPI_ISL_17506852"
"8926","Yale-24487","EPI_ISL_17506853"
"8927","Yale-25386","EPI_ISL_18812151"
"8928","Yale-25418","EPI_ISL_18812138"
"8929","Yale-25438","EPI_ISL_18887290"
"8930","Yale-25446","EPI_ISL_18887297"
"8931","Yale-25440","EPI_ISL_18887292"
"8932","Yale-25435","EPI_ISL_18887287"
"8933","Yale-25442","EPI_ISL_18887294"
"8934","Yale-25436","EPI_ISL_18887288"
"8935","Yale-25434","EPI_ISL_18887286"
"8936","Yale-25427","EPI_ISL_18887280"
"8937","Yale-25514","EPI_ISL_18887360"
"8938","Yale-25508","EPI_ISL_18887354"
"8939","Yale-25507","EPI_ISL_18887353"
"8940","Yale-25498","EPI_ISL_18887346"
"8941","Yale-25497","EPI_ISL_18887345"
"8942","Yale-25494","EPI_ISL_18887342"
"8943","Yale-25488","EPI_ISL_18887337"
"8944","Yale-25490","EPI_ISL_18887338"
"8945","Yale-25481","EPI_ISL_18887330"
"8946","Yale-25478","EPI_ISL_18887327"
"8947","Yale-25468","EPI_ISL_18887317"
"8948","Yale-25470","EPI_ISL_18887319"
