"","week.date","avg_distance","avg_distance_rolling","xbb_mean_eta_spike","xbb_mean_eta_spike_100","xbb_lower_ci","xbb_upper_ci","xbb_mean_eta_spike_A"
"42",2024-03-24,35.6428571428571,34.3797268907563,0.493692406505772,49.3692406505772,-6.49365269569846,102.443901623175,0.493692406505772
"43",2024-03-31,35.8888888888889,34.5301898537193,0.495853052589763,49.5853052589763,-6.52207218338526,102.892247621521,0.495853052589763
"44",2024-04-07,36,35.8439153439153,0.51471813260636,51.471813260636,-6.77020903153204,106.806855940114,0.51471813260636
"45",2024-04-14,36,35.962962962963,0.516427654782704,51.6427654782704,-6.79269478003148,107.161591235509,0.516427654782704
"46",2024-04-21,36.2,36.0666666666667,0.517916838545208,51.7916838545208,-6.812282365391,107.47060509283,0.517916838545208
"47",2024-04-28,36.1333333333333,36.1111111111111,0.51855506015771,51.855506015771,-6.82067704483079,107.603039603111,0.51855506015771
"48",2024-05-05,36.0909090909091,36.1414141414141,0.518990211257143,51.8990211257143,-6.82640068990338,107.693335860121,0.518990211257143
"49",2024-05-12,36.4666666666667,36.230303030303,0.520266654482147,52.0266654482147,-6.84319004878296,107.958204880682,0.520266654482147
"50",2024-05-19,36.6538461538462,36.4038073038073,0.522758173469413,52.2758173469413,-6.87596158582676,108.475208834278,0.522758173469413
"51",2024-05-26,37.3888888888889,36.8364672364672,0.528971164166874,52.8971164166874,-6.95768251825201,109.764438726026,0.528971164166874
"52",2024-06-02,37.1428571428571,37.0618640618641,0.532207859487419,53.2207859487419,-7.00025553541095,110.436070885307,0.532207859487419
"53",2024-06-09,36.75,37.0939153439153,0.532668115457973,53.2668115457973,-7.00630939077618,110.53157654176,0.532668115457973
"54",2024-06-16,37.4545454545455,37.1158008658009,0.532982391252008,53.2982391252008,-7.01044313443972,110.596790505156,0.532982391252008
"55",2024-06-23,37.2727272727273,37.1590909090909,0.533604035679769,53.3604035679769,-7.0186197702577,110.725785158027,0.533604035679769
"56",2024-06-30,37.3529411764706,37.3600713012478,0.53649011135395,53.649011135395,-7.05658100448911,111.324661803781,0.53649011135395
"57",2024-07-07,37.15,37.2585561497326,0.53503235517085,53.5032355170849,-7.03740679349595,111.022169342799,0.535032355170849
"58",2024-07-14,37.7272727272727,37.4100713012478,0.537208110668015,53.7208110668015,-7.06602501885887,111.473650627847,0.537208110668015
"59",2024-07-21,36.75,37.2090909090909,0.534322034993834,53.4322034993834,-7.02806378462746,110.874773982092,0.534322034993834
